Codebase,Feature,Cluster,CLIP,CRIP,CROP,CWOP,CIP,CDDIP,COP,CPIF,CIOF,SCCP,FCCP,Orchestrator
Acme-Taxi-maven,UserUserController.save,3,0.000000,1.000000,1.000000,0.000000,0.083333,0.000000,0.031250,0.000000,0.461538,0.000000,0.023891,1
Acme-Taxi-maven,RequestUserController.saveEdit,3,0.000000,1.000000,1.000000,0.000000,0.076923,0.500000,0.064516,0.548303,0.869565,0.000000,0.073298,1
Acme-Taxi-maven,RequestUserController.saveEdit,2,0.700000,0.300000,0.272727,0.727273,0.384615,0.300000,0.354839,0.913838,0.956522,0.450644,0.125654,0
Acme-Taxi-maven,RequestUserController.saveEdit,0,0.250000,0.750000,0.833333,0.166667,0.307692,0.500000,0.387097,1.331593,1.304348,0.420601,0.424084,0
Acme-Taxi-maven,RequestUserController.saveEdit,1,0.166667,0.833333,0.833333,0.166667,0.230769,0.333333,0.193548,1.206266,0.869565,0.128755,0.319372,0
Acme-Taxi-maven,ReservationUserController.suspend,4,0.111111,0.888889,0.956522,0.043478,0.409091,0.666667,0.410714,0.769737,1.131148,0.034853,0.369369,1
Acme-Taxi-maven,ReservationUserController.suspend,0,0.666667,0.333333,0.586207,0.413793,0.409091,0.000000,0.517857,0.651316,1.426230,0.965147,0.430180,0
Acme-Taxi-maven,ReservationUserController.suspend,1,0.000000,1.000000,1.000000,0.000000,0.181818,0.000000,0.071429,1.578947,0.442623,0.000000,0.171171,0
Acme-Taxi-maven,RequestDriverController.accept,1,0.000000,1.000000,1.000000,0.000000,0.062500,0.000000,0.035088,1.423729,0.642857,0.000000,0.067542,1
Acme-Taxi-maven,RequestDriverController.accept,2,0.066667,0.933333,0.916667,0.083333,0.468750,0.333333,0.421053,0.762712,1.028571,0.138889,0.440901,0
Acme-Taxi-maven,RequestDriverController.accept,0,0.400000,0.600000,0.612903,0.387097,0.468750,0.066667,0.543860,0.813559,1.328571,0.861111,0.465291,0
Acme-Taxi-maven,ReviewAdminController.delete,1,0.166667,0.833333,0.866667,0.133333,0.461538,0.083333,0.517241,0.378805,1.176471,0.547170,0.558719,0
Acme-Taxi-maven,ReviewAdminController.delete,0,0.000000,1.000000,1.000000,0.000000,0.153846,0.250000,0.137931,1.984216,0.941176,0.000000,0.071174,1
Acme-Taxi-maven,ReviewAdminController.delete,2,0.200000,0.800000,0.800000,0.200000,0.192308,0.000000,0.172414,0.818489,0.941176,0.213836,0.185053,0
Acme-Taxi-maven,ReviewAdminController.delete,4,0.200000,0.800000,0.800000,0.200000,0.192308,0.200000,0.172414,0.818489,0.941176,0.238994,0.170819,0
Acme-Taxi-maven,ReviewUserController.delete,4,0.200000,0.800000,0.800000,0.200000,0.156250,0.200000,0.138889,1.042889,0.937500,0.242236,0.135770,0
Acme-Taxi-maven,ReviewUserController.delete,1,0.133333,0.866667,0.894737,0.105263,0.468750,0.066667,0.527778,0.460497,1.187500,0.546584,0.605744,0
Acme-Taxi-maven,ReviewUserController.delete,0,0.000000,1.000000,1.000000,0.000000,0.218750,0.142857,0.194444,1.453725,0.937500,0.000000,0.101828,1
Acme-Taxi-maven,ReviewUserController.delete,2,0.200000,0.800000,0.800000,0.200000,0.156250,0.000000,0.138889,1.042889,0.937500,0.211180,0.146214,0
Acme-Taxi-maven,RequestUserController.save,0,0.285714,0.714286,0.800000,0.200000,0.304348,0.428571,0.370370,1.381011,1.254902,0.452874,0.425150,0
Acme-Taxi-maven,RequestUserController.save,2,0.750000,0.250000,0.222222,0.777778,0.347826,0.375000,0.333333,0.961776,0.988235,0.411494,0.083832,0
Acme-Taxi-maven,RequestUserController.save,1,0.166667,0.833333,0.833333,0.166667,0.260870,0.333333,0.222222,1.139334,0.878431,0.135632,0.347305,1
Acme-Taxi-maven,RequestUserController.save,3,0.000000,1.000000,1.000000,0.000000,0.086957,0.500000,0.074074,0.517879,0.878431,0.000000,0.083832,0
Acme-Taxi-maven,RequestUserController.cancel,2,0.090909,0.909091,0.941176,0.058824,0.379310,0.454545,0.333333,0.841079,0.950311,0.062972,0.306796,1
Acme-Taxi-maven,RequestUserController.cancel,1,0.000000,1.000000,1.000000,0.000000,0.206897,0.000000,0.117647,1.484258,0.614907,0.000000,0.221359,0
Acme-Taxi-maven,RequestUserController.cancel,0,0.500000,0.500000,0.571429,0.428571,0.413793,0.083333,0.549020,0.674663,1.434783,0.937028,0.446602,0
Acme-Taxi-maven,ReviewUserController.save,0,0.142857,0.857143,0.857143,0.142857,0.205882,0.285714,0.175000,1.649215,0.909091,0.222672,0.083130,0
Acme-Taxi-maven,ReviewUserController.save,1,0.133333,0.866667,0.857143,0.142857,0.441176,0.066667,0.525000,0.445026,1.272727,0.477733,0.572127,0
Acme-Taxi-maven,ReviewUserController.save,2,0.166667,0.833333,0.833333,0.166667,0.176471,0.000000,0.150000,0.879581,0.909091,0.141700,0.171149,1
Acme-Taxi-maven,ReviewUserController.save,4,0.166667,0.833333,0.833333,0.166667,0.176471,0.166667,0.150000,1.026178,0.909091,0.157895,0.158924,0
Acme-Taxi-maven,DriverController.save,3,0.000000,1.000000,1.000000,0.000000,0.277778,0.200000,0.156250,1.217391,0.631579,0.000000,0.096899,1
Acme-Taxi-maven,DriverController.save,0,0.666667,0.333333,0.500000,0.500000,0.333333,0.166667,0.625000,1.391304,2.105263,0.832709,0.686047,0
Acme-Taxi-maven,DriverController.save,2,0.500000,0.500000,0.500000,0.500000,0.333333,0.833333,0.187500,1.391304,0.631579,0.131086,0.162791,0
Acme-Taxi-maven,DriverController.save,1,1.000000,0.000000,0.000000,1.000000,0.055556,1.000000,0.031250,0.000000,0.631579,0.036205,0.000000,0
Acme-Taxi-maven,MechanicMechanicController.save,3,0.000000,1.000000,1.000000,0.000000,0.227273,0.600000,0.113636,1.178947,0.551020,0.000000,0.081690,1
Acme-Taxi-maven,MechanicMechanicController.save,0,0.555556,0.444444,0.645161,0.354839,0.409091,0.000000,0.704545,0.810526,1.897959,0.971903,0.805634,0
Acme-Taxi-maven,MechanicMechanicController.save,4,0.125000,0.875000,0.875000,0.125000,0.363636,0.375000,0.181818,1.010526,0.551020,0.028097,0.078873,0
Acme-Taxi-maven,DriverDriverController.save,0,0.428571,0.571429,0.636364,0.363636,0.318182,0.000000,0.578947,1.307002,2.005698,0.792890,0.611111,0
Acme-Taxi-maven,DriverDriverController.save,2,0.375000,0.625000,0.666667,0.333333,0.363636,0.500000,0.236842,1.034111,0.717949,0.162287,0.245614,0
Acme-Taxi-maven,DriverDriverController.save,1,0.500000,0.500000,0.500000,0.500000,0.090909,1.000000,0.052632,0.603232,0.638177,0.044822,0.035088,0
Acme-Taxi-maven,DriverDriverController.save,3,0.000000,1.000000,1.000000,0.000000,0.227273,0.200000,0.131579,1.055655,0.638177,0.000000,0.073099,1
Acme-Taxi-maven,ReservationUserController.save,4,0.142857,0.857143,0.939394,0.060606,0.378378,0.500000,0.434211,0.905143,1.199441,0.050682,0.367742,1
Acme-Taxi-maven,ReservationUserController.save,0,0.538462,0.461538,0.606061,0.393939,0.351351,0.153846,0.434211,1.025143,1.291705,0.832359,0.385484,0
Acme-Taxi-maven,ReservationUserController.save,1,0.100000,0.900000,0.900000,0.100000,0.270270,0.100000,0.131579,1.069714,0.508854,0.116959,0.220968,0
Acme-Taxi-maven,CarDriverController.save,0,0.062500,0.937500,0.956522,0.043478,0.421053,0.250000,0.469388,0.820035,1.230527,0.238938,0.435356,0
Acme-Taxi-maven,CarDriverController.save,2,0.235294,0.764706,0.761905,0.238095,0.447368,0.058824,0.428571,0.663949,1.057435,0.415929,0.498681,0
Acme-Taxi-maven,CarDriverController.save,4,0.666667,0.333333,0.333333,0.666667,0.078947,0.666667,0.061224,1.956902,0.856019,0.345133,0.034301,0
Acme-Taxi-maven,CarDriverController.save,1,0.000000,1.000000,1.000000,0.000000,0.052632,0.000000,0.040816,0.559115,0.856019,0.000000,0.010554,1
Acme-Taxi-maven,RepairShopMechanicController.save,1,0.285714,0.714286,0.714286,0.285714,0.175000,0.285714,0.132075,2.068965,0.845167,0.123667,0.060060,0
Acme-Taxi-maven,RepairShopMechanicController.save,3,0.000000,1.000000,1.000000,0.000000,0.025000,0.000000,0.018868,0.000000,0.845167,0.000000,0.021021,1
Acme-Taxi-maven,RepairShopMechanicController.save,0,0.076923,0.923077,0.933333,0.066667,0.325000,0.461538,0.283019,1.241379,0.975192,0.117271,0.315315,0
Acme-Taxi-maven,RepairShopMechanicController.save,4,0.421053,0.578947,0.666667,0.333333,0.475000,0.105263,0.566038,0.689655,1.334474,0.759062,0.564565,0
Acme-Trip-maven,ActivityCommentActorController.save,2,0.500000,0.500000,0.750000,0.250000,0.250000,1.000000,0.400000,1.000000,1.500000,0.687500,0.500000,1
Acme-Trip-maven,ActivityCommentActorController.save,0,0.500000,0.500000,0.500000,0.500000,0.250000,0.500000,0.200000,1.000000,0.750000,0.187500,0.250000,0
Acme-Trip-maven,ActivityCommentActorController.save,1,1.000000,0.000000,0.000000,1.000000,0.500000,0.500000,0.400000,1.000000,0.750000,0.125000,0.000000,0
Acme-Trip-maven,TripCommentActorController.save,0,1.000000,0.000000,0.250000,0.750000,0.333333,0.500000,0.400000,2.000000,1.200000,0.282353,0.333333,0
Acme-Trip-maven,TripCommentActorController.save,1,1.000000,0.000000,0.000000,1.000000,0.333333,0.500000,0.200000,0.500000,0.600000,0.070588,0.000000,0
Acme-Trip-maven,TripCommentActorController.save,2,0.500000,0.500000,0.750000,0.250000,0.333333,1.000000,0.400000,0.500000,1.200000,0.647059,0.444444,1
Acme-Trip-maven,ActivityCommentActorController.create,2,0.500000,0.500000,0.750000,0.250000,0.333333,0.500000,0.500000,0.750000,1.500000,0.736842,0.545455,0
Acme-Trip-maven,ActivityCommentActorController.create,1,1.000000,0.000000,0.000000,1.000000,0.333333,0.000000,0.250000,1.500000,0.750000,0.065789,0.000000,0
Acme-Trip-maven,ActivityCommentActorController.create,0,0.500000,0.500000,0.500000,0.500000,0.333333,1.000000,0.250000,0.750000,0.750000,0.197368,0.272727,1
Acme-Trip-maven,TripCommentActorController.create,1,1.000000,0.000000,0.000000,1.000000,0.250000,0.000000,0.125000,0.000000,0.500000,0.037037,0.000000,0
Acme-Trip-maven,TripCommentActorController.create,0,1.000000,0.000000,0.333333,0.666667,0.250000,1.000000,0.375000,0.000000,1.500000,0.271605,0.360000,0
Acme-Trip-maven,TripCommentActorController.create,2,0.500000,0.500000,0.750000,0.250000,0.500000,0.500000,0.500000,3.000000,1.000000,0.691358,0.480000,1
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.show,4,0.500000,0.500000,0.600000,0.400000,0.222222,0.000000,0.357143,1.000000,1.451613,1.000000,0.123711,0
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.show,1,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.357143,1.000000,0.967742,0.000000,0.402062,0
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.show,2,0.000000,1.000000,1.000000,0.000000,0.444444,0.000000,0.285714,1.000000,0.580645,0.000000,0.453608,1
Acme-Un-Viaje-maven,TransporterController.rateCustomer,1,0.000000,1.000000,1.000000,0.000000,0.300000,0.000000,0.266667,1.000000,0.967742,0.000000,0.329670,1
Acme-Un-Viaje-maven,TransporterController.rateCustomer,2,0.400000,0.600000,0.777778,0.222222,0.500000,0.400000,0.600000,1.000000,1.306452,0.824561,0.626374,0
Acme-Un-Viaje-maven,TransporterController.rateCustomer,6,1.000000,0.000000,0.000000,1.000000,0.200000,0.500000,0.133333,1.000000,0.725806,0.175439,0.000000,0
Acme-Un-Viaje-maven,RequestCustomerController.create,2,0.333333,0.666667,0.666667,0.333333,0.428571,0.333333,0.428571,1.800000,1.000000,0.848485,0.528302,0
Acme-Un-Viaje-maven,RequestCustomerController.create,4,1.000000,0.000000,0.000000,1.000000,0.142857,0.000000,0.142857,0.000000,1.000000,0.151515,0.000000,0
Acme-Un-Viaje-maven,RequestCustomerController.create,1,0.000000,1.000000,1.000000,0.000000,0.428571,0.000000,0.428571,1.200000,1.000000,0.000000,0.433962,1
Acme-Un-Viaje-maven,RequestCustomerController.delete,4,0.333333,0.666667,0.750000,0.250000,0.300000,0.000000,0.363636,1.657895,1.200000,1.000000,0.174419,1
Acme-Un-Viaje-maven,RequestCustomerController.delete,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.000000,0.363636,0.631579,0.900000,0.000000,0.325581,0
Acme-Un-Viaje-maven,RequestCustomerController.delete,2,0.000000,1.000000,1.000000,0.000000,0.300000,0.000000,0.272727,0.710526,0.900000,0.000000,0.488372,0
Acme-Un-Viaje-maven,CustomerController.rateTravelAgency,6,1.000000,0.000000,0.000000,1.000000,0.200000,0.500000,0.153846,1.000000,0.803571,0.138889,0.000000,0
Acme-Un-Viaje-maven,CustomerController.rateTravelAgency,1,0.000000,1.000000,1.000000,0.000000,0.300000,0.000000,0.307692,1.000000,1.071429,0.000000,0.304348,1
Acme-Un-Viaje-maven,CustomerController.rateTravelAgency,2,0.400000,0.600000,0.714286,0.285714,0.500000,0.400000,0.538462,1.000000,1.125000,0.861111,0.652174,0
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.show,2,0.000000,1.000000,1.000000,0.000000,0.466667,0.000000,0.363636,0.929203,0.666667,0.000000,0.509091,0
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.show,0,0.500000,0.500000,0.600000,0.400000,0.133333,0.000000,0.227273,0.796460,1.458333,1.000000,0.090909,0
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.show,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.166667,0.409091,1.274336,0.875000,0.000000,0.387879,1
Acme-Un-Viaje-maven,CustomerController.rateTransporter,1,0.000000,1.000000,1.000000,0.000000,0.300000,0.000000,0.266667,1.000000,0.967742,0.000000,0.285714,0
Acme-Un-Viaje-maven,CustomerController.rateTransporter,2,0.400000,0.600000,0.777778,0.222222,0.500000,0.400000,0.600000,1.000000,1.306452,0.830508,0.676190,0
Acme-Un-Viaje-maven,CustomerController.rateTransporter,6,1.000000,0.000000,0.000000,1.000000,0.200000,0.500000,0.133333,1.000000,0.725806,0.169492,0.000000,1
Acme-Un-Viaje-maven,HostController.rateCustomer,6,1.000000,0.000000,0.000000,1.000000,0.142857,0.500000,0.111111,0.774194,0.802676,0.138889,0.000000,0
Acme-Un-Viaje-maven,HostController.rateCustomer,1,0.000000,1.000000,1.000000,0.000000,0.214286,0.000000,0.222222,0.774194,1.070234,0.000000,0.238095,0
Acme-Un-Viaje-maven,HostController.rateCustomer,0,0.200000,0.800000,0.857143,0.142857,0.357143,0.200000,0.388889,1.161290,1.123746,0.472222,0.396825,1
Acme-Un-Viaje-maven,HostController.rateCustomer,2,0.250000,0.750000,0.800000,0.200000,0.285714,0.250000,0.277778,1.290323,1.003344,0.388889,0.333333,0
Acme-Un-Viaje-maven,RequestCustomerController.save,1,0.000000,1.000000,1.000000,0.000000,0.375000,0.166667,0.352941,0.787500,0.923077,0.000000,0.413793,1
Acme-Un-Viaje-maven,RequestCustomerController.save,2,0.333333,0.666667,0.666667,0.333333,0.375000,0.333333,0.352941,0.900000,0.923077,0.700000,0.482759,0
Acme-Un-Viaje-maven,RequestCustomerController.save,4,1.000000,0.000000,0.200000,0.800000,0.250000,0.500000,0.294118,1.312500,1.153846,0.300000,0.051724,0
Acme-Un-Viaje-maven,JobApplicationCleanerController.create,1,0.000000,1.000000,1.000000,0.000000,0.409091,0.111111,0.392857,1.125000,0.897959,0.000000,0.480000,1
Acme-Un-Viaje-maven,JobApplicationCleanerController.create,3,0.111111,0.888889,0.900000,0.100000,0.409091,0.111111,0.357143,1.125000,0.816327,0.325843,0.302857,0
Acme-Un-Viaje-maven,JobApplicationCleanerController.create,0,0.500000,0.500000,0.571429,0.428571,0.181818,0.250000,0.250000,0.750000,1.285714,0.674157,0.194286,0
Acme-Un-Viaje-maven,BookingAccomodationTravelAgencyController.save,0,0.400000,0.600000,0.700000,0.300000,0.250000,0.000000,0.344828,1.224622,1.322835,1.000000,0.209756,0
Acme-Un-Viaje-maven,BookingAccomodationTravelAgencyController.save,1,0.000000,1.000000,1.000000,0.000000,0.400000,0.125000,0.344828,0.777538,0.826772,0.000000,0.351220,1
Acme-Un-Viaje-maven,BookingAccomodationTravelAgencyController.save,2,0.000000,1.000000,1.000000,0.000000,0.350000,0.142857,0.310345,0.997840,0.850394,0.000000,0.424390,0
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.refresh,1,0.125000,0.875000,0.923077,0.076923,0.444444,0.250000,0.481481,0.866310,1.022472,0.817708,0.468750,0
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.refresh,2,0.000000,1.000000,1.000000,0.000000,0.388889,0.000000,0.296296,1.122995,0.719101,0.000000,0.437500,0
Acme-Un-Viaje-maven,FinderAccomodationTravelAgencyController.refresh,0,0.666667,0.333333,0.500000,0.500000,0.166667,0.333333,0.222222,1.010695,1.258427,0.182292,0.072917,1
Acme-Un-Viaje-maven,ComplaintCustomerController.editPost,2,0.500000,0.500000,0.555556,0.444444,0.500000,0.250000,0.642857,0.789474,1.472727,0.460452,0.583815,1
Acme-Un-Viaje-maven,ComplaintCustomerController.editPost,0,0.500000,0.500000,0.500000,0.500000,0.125000,1.000000,0.071429,0.789474,0.654545,0.096045,0.063584,0
Acme-Un-Viaje-maven,ComplaintCustomerController.editPost,1,0.166667,0.833333,0.875000,0.125000,0.375000,0.166667,0.285714,1.421053,0.872727,0.443503,0.294798,0
Acme-Un-Viaje-maven,RefereeController.delete,5,0.250000,0.750000,0.714286,0.285714,0.235294,0.000000,0.269231,2.052632,1.166667,0.130435,0.067358,0
Acme-Un-Viaje-maven,RefereeController.delete,1,0.125000,0.875000,0.928571,0.071429,0.470588,0.250000,0.538462,0.473684,1.166667,0.608696,0.797927,0
Acme-Un-Viaje-maven,RefereeController.delete,6,0.400000,0.600000,0.600000,0.400000,0.294118,0.200000,0.192308,0.473684,0.666667,0.260870,0.108808,1
Acme-Un-Viaje-maven,CustomerController.rateHost,1,0.000000,1.000000,1.000000,0.000000,0.187500,0.000000,0.200000,0.733945,1.088435,0.000000,0.208333,0
Acme-Un-Viaje-maven,CustomerController.rateHost,2,0.166667,0.833333,0.857143,0.142857,0.375000,0.166667,0.350000,0.880734,0.952381,0.380282,0.416667,0
Acme-Un-Viaje-maven,CustomerController.rateHost,0,0.200000,0.800000,0.857143,0.142857,0.312500,0.400000,0.350000,0.917431,1.142857,0.478873,0.347222,0
Acme-Un-Viaje-maven,CustomerController.rateHost,6,1.000000,0.000000,0.000000,1.000000,0.125000,0.000000,0.100000,1.467890,0.816326,0.140845,0.000000,1
Acme-Un-Viaje-maven,HostController.rateCleaner,1,0.000000,1.000000,1.000000,0.000000,0.368421,0.000000,0.350000,0.444444,0.965517,0.000000,0.382979,0
Acme-Un-Viaje-maven,HostController.rateCleaner,0,0.142857,0.857143,0.875000,0.125000,0.368421,0.142857,0.400000,0.666667,1.103448,0.458333,0.503546,0
Acme-Un-Viaje-maven,HostController.rateCleaner,3,0.333333,0.666667,0.666667,0.333333,0.157895,0.333333,0.150000,2.444444,0.965517,0.402778,0.085106,0
Acme-Un-Viaje-maven,HostController.rateCleaner,6,1.000000,0.000000,0.000000,1.000000,0.105263,0.500000,0.100000,0.444444,0.965517,0.138889,0.000000,1
Acme-Un-Viaje-maven,TravelAgencyController.save,0,1.000000,0.000000,0.000000,1.000000,0.230769,0.666667,0.150000,1.153846,0.695652,0.021505,0.000000,0
Acme-Un-Viaje-maven,TravelAgencyController.save,4,1.000000,0.000000,0.000000,1.000000,0.230769,0.666667,0.150000,0.923077,0.695652,0.005376,0.000000,0
Acme-Un-Viaje-maven,TravelAgencyController.save,2,1.000000,0.000000,0.000000,1.000000,0.230769,1.000000,0.150000,0.692308,0.695652,0.177419,0.000000,0
Acme-Un-Viaje-maven,TravelAgencyController.save,1,0.500000,0.500000,0.454545,0.545455,0.307692,0.750000,0.550000,1.230769,1.913043,0.795699,0.666667,1
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.refresh,1,0.200000,0.800000,0.888889,0.111111,0.416667,0.200000,0.450000,1.125000,1.051948,0.940120,0.491803,0
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.refresh,2,0.000000,1.000000,1.000000,0.000000,0.333333,0.000000,0.200000,0.750000,0.584416,0.000000,0.327869,0
Acme-Un-Viaje-maven,FinderRequestTravelAgencyController.refresh,4,0.666667,0.333333,0.571429,0.428571,0.250000,0.333333,0.350000,1.125000,1.363636,0.059880,0.147541,1
Acme-Un-Viaje-maven,CurriculaController.show,3,0.076923,0.923077,0.900000,0.100000,0.500000,0.000000,0.606061,1.494773,1.304348,1.000000,0.523560,0
Acme-Un-Viaje-maven,CurriculaController.show,1,0.000000,1.000000,1.000000,0.000000,0.461538,0.083333,0.363636,1.505226,0.847826,0.000000,0.439791,1
Acme-Un-Viaje-maven,CurriculaController.show,0,0.000000,1.000000,1.000000,0.000000,0.038462,0.000000,0.030303,0.000000,0.847826,0.000000,0.026178,0
Acme-Un-Viaje-maven,CleaningTaskController.saveEdit,3,0.333333,0.666667,0.666667,0.333333,0.093750,0.666667,0.069767,1.764543,0.802548,0.302083,0.038217,1
Acme-Un-Viaje-maven,CleaningTaskController.saveEdit,1,0.000000,1.000000,1.000000,0.000000,0.437500,0.142857,0.348837,0.659280,0.859873,0.000000,0.363057,0
Acme-Un-Viaje-maven,CleaningTaskController.saveEdit,0,0.266667,0.733333,0.800000,0.200000,0.468750,0.066667,0.581395,0.576177,1.337580,0.697917,0.579618,0
Acme-Un-Viaje-maven,TravelPackTravelAgencyController.save,1,0.111111,0.888889,0.909091,0.090909,0.346154,0.222222,0.255814,0.677419,0.806012,0.302505,0.301255,0
Acme-Un-Viaje-maven,TravelPackTravelAgencyController.save,2,0.461538,0.538462,0.592593,0.407407,0.500000,0.230769,0.627907,0.387097,1.369657,0.635838,0.573222,0
Acme-Un-Viaje-maven,TravelPackTravelAgencyController.save,0,0.500000,0.500000,0.600000,0.400000,0.153846,0.750000,0.116279,1.935484,0.824331,0.061657,0.066946,1
Acme-Un-Viaje-maven,ComplaintCustomerController.createPost,1,0.166667,0.833333,0.875000,0.125000,0.333333,0.166667,0.216216,0.794118,0.705882,0.439776,0.212670,0
Acme-Un-Viaje-maven,ComplaintCustomerController.createPost,2,0.555556,0.444444,0.625000,0.375000,0.500000,0.222222,0.648649,0.441176,1.411765,0.467787,0.588235,1
Acme-Un-Viaje-maven,ComplaintCustomerController.createPost,0,0.333333,0.666667,0.800000,0.200000,0.166667,1.000000,0.135135,1.764706,0.882353,0.092437,0.149321,0
Acme-Un-Viaje-maven,TravelAgencyController.delete,2,0.363636,0.636364,0.727273,0.272727,0.354839,0.000000,0.423077,1.500000,1.285714,0.600962,0.333333,0
Acme-Un-Viaje-maven,TravelAgencyController.delete,1,0.066667,0.933333,0.960000,0.040000,0.483871,0.333333,0.480769,0.750000,1.071429,0.274038,0.589744,0
Acme-Un-Viaje-maven,TravelAgencyController.delete,6,0.400000,0.600000,0.600000,0.400000,0.161290,0.200000,0.096154,0.750000,0.642857,0.125000,0.055944,1
Acme-Un-Viaje-maven,TransporterController.delete,2,0.230769,0.769231,0.842105,0.157895,0.361111,0.076923,0.380000,0.793103,1.106796,0.395833,0.332512,0
Acme-Un-Viaje-maven,TransporterController.delete,1,0.062500,0.937500,0.958333,0.041667,0.444444,0.250000,0.480000,0.413793,1.135922,0.388889,0.566502,0
Acme-Un-Viaje-maven,TransporterController.delete,6,0.428571,0.571429,0.571429,0.428571,0.194444,0.142857,0.140000,1.793103,0.757282,0.215278,0.083744,1
Acme-Un-Viaje-maven,CustomerController.delete,2,0.333333,0.666667,0.785714,0.214286,0.300000,0.111111,0.333333,1.289902,1.210811,0.443787,0.348774,0
Acme-Un-Viaje-maven,CustomerController.delete,1,0.083333,0.916667,0.947368,0.052632,0.400000,0.416667,0.452381,0.580735,1.232432,0.337278,0.520436,0
Acme-Un-Viaje-maven,CustomerController.delete,6,0.428571,0.571429,0.571429,0.428571,0.233333,0.142857,0.166667,1.637971,0.778378,0.183432,0.092643,0
Acme-Un-Viaje-maven,CustomerController.delete,4,0.500000,0.500000,0.500000,0.500000,0.066667,0.000000,0.047619,0.491391,0.778378,0.035503,0.016349,1
Acme-Un-Viaje-maven,TravelPackCustomerController.accept,2,0.125000,0.875000,0.875000,0.125000,0.444444,0.312500,0.375000,0.645740,0.789194,0.157534,0.444767,0
Acme-Un-Viaje-maven,TravelPackCustomerController.accept,0,0.000000,1.000000,1.000000,0.000000,0.305556,0.090909,0.187500,0.538117,0.573959,0.000000,0.154070,1
Acme-Un-Viaje-maven,TravelPackCustomerController.accept,1,0.666667,0.333333,0.500000,0.500000,0.250000,0.111111,0.437500,1.816144,1.636847,0.842466,0.351744,0
Acme-Un-Viaje-maven,JobApplicationCleanerController.delete,1,0.000000,1.000000,1.000000,0.000000,0.462963,0.080000,0.424242,0.712900,0.926653,0.000000,0.488038,0
Acme-Un-Viaje-maven,JobApplicationCleanerController.delete,3,0.095238,0.904762,0.896552,0.103448,0.388889,0.000000,0.439394,0.977692,1.142557,0.682927,0.351675,0
Acme-Un-Viaje-maven,JobApplicationCleanerController.delete,0,0.125000,0.875000,0.888889,0.111111,0.148148,0.000000,0.136364,1.309408,0.930790,0.317073,0.150718,1
Acme-Un-Viaje-maven,ReviewController.saveEdit,1,0.272727,0.727273,0.681818,0.318182,0.343750,0.181818,0.448980,0.967793,1.411765,0.824916,0.486014,0
Acme-Un-Viaje-maven,ReviewController.saveEdit,0,0.000000,1.000000,1.000000,0.000000,0.031250,0.000000,0.020408,0.000000,0.705882,0.000000,0.038462,1
Acme-Un-Viaje-maven,ReviewController.saveEdit,2,0.250000,0.750000,0.833333,0.166667,0.250000,0.500000,0.244898,1.987431,1.058824,0.087542,0.311189,0
Acme-Un-Viaje-maven,ReviewController.saveEdit,5,0.250000,0.750000,0.714286,0.285714,0.375000,0.166667,0.285714,1.044776,0.823529,0.087542,0.118881,0
Acme-Un-Viaje-maven,HostController.delete,0,0.333333,0.666667,0.807692,0.192308,0.348837,0.066667,0.412698,0.757895,1.136285,0.492462,0.370370,0
Acme-Un-Viaje-maven,HostController.delete,1,0.052632,0.947368,0.961538,0.038462,0.441860,0.368421,0.412698,0.400000,0.897067,0.286432,0.491770,0
Acme-Un-Viaje-maven,HostController.delete,6,0.428571,0.571429,0.571429,0.428571,0.162791,0.142857,0.111111,2.084211,0.655549,0.155779,0.069959,1
Acme-Un-Viaje-maven,HostController.delete,2,0.500000,0.500000,0.750000,0.250000,0.046512,0.000000,0.063492,0.757895,1.311098,0.065327,0.047325,0
Acme-Un-Viaje-maven,CleanerController.delete,3,0.157895,0.842105,0.857143,0.142857,0.365385,0.052632,0.417910,0.665227,1.241935,0.339286,0.305618,0
Acme-Un-Viaje-maven,CleanerController.delete,1,0.045455,0.954545,0.964286,0.035714,0.423077,0.272727,0.417910,0.431965,1.072581,0.339286,0.570787,0
Acme-Un-Viaje-maven,CleanerController.delete,6,0.428571,0.571429,0.571429,0.428571,0.134615,0.142857,0.104478,2.539957,0.842742,0.184524,0.076404,1
Acme-Un-Viaje-maven,CleanerController.delete,0,0.500000,0.500000,0.500000,0.500000,0.076923,0.000000,0.059701,0.362851,0.842742,0.136905,0.024719,0
AcmeDistributor-maven,CommentCustomerController.create,1,0.666667,0.333333,0.250000,0.750000,0.428571,0.333333,0.444444,1.200000,1.043478,0.677419,0.500000,0
AcmeDistributor-maven,CommentCustomerController.create,0,0.000000,1.000000,1.000000,0.000000,0.285714,0.000000,0.333333,0.600000,1.173913,0.000000,0.166667,0
